Chemical_Name	SMILES	Type
Valacyclovir hydrochloride	CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N.Cl	not_ligand
THIOPENTAL SODIUM	CCCC(C)C1(C(=O)NC(=NC1=O)[S-])CC.[Na+]	not_ligand
Salacetamide	CC(=O)NC(=O)C1=CC=CC=C1O	not_ligand
Metocinium iodide	C[N+](C)(C)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O.[I-]	not_ligand
PRANOLIUM CHLORIDE	CC(C)[N+](C)(C)CC(COC1=CC=CC2=CC=CC=C21)O.[Cl-]	not_ligand
Tetridamine	CNC1=C2CCCCC2=NN1C	not_ligand
Pincainide	CC1=C(C(=CC=C1)C)NC(=O)CN2CCCCCC2	not_ligand
TETRABENAZINE	CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC	not_ligand
Riodipine	CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2OC(F)F)C(=O)OC	not_ligand
Pyrrocaine	CC1=C(C(=CC=C1)C)NC(=O)CN2CCCC2	not_ligand
Morinamide	C1COCCN1CNC(=O)C2=NC=CN=C2	not_ligand
Pivagabine	CC(C)(C)C(=O)NCCCC(=O)O	not_ligand
Lozilurea	CCNC(=O)NCC1=CC(=CC=C1)Cl	not_ligand
SULFALENE	COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N	not_ligand
Tritiozine	COC1=CC(=CC(=C1OC)OC)C(=S)N2CCOCC2	not_ligand
ORBIFLOXACIN	CC1CN(CC(N1)C)C2=C(C3=C(C(=C2F)F)C(=O)C(=CN3C4CC4)C(=O)O)F	not_ligand
zaleplon	CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C	not_ligand
tizanidine	C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl	not_ligand
Mexenone	CC1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O	not_ligand
SUCROSE OCTAACETATE	CC(=O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	not_ligand
Sulazepam	CN1C(=S)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	not_ligand
Sulfasuccinamide	C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)N	not_ligand
Sulfaethidole	CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N	not_ligand
Propyl 4-aminobenzoate	CCCOC(=O)C1=CC=C(C=C1)N	not_ligand
Quinelorane	CCCN1CCCC2C1CC3=CN=C(N=C3C2)N	not_ligand
Talipexole	C=CCN1CCC2=C(CC1)SC(=N2)N	not_ligand
Pizotifen	CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1	not_ligand
neostigmine bromide	CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-]	not_ligand
TIOTIDINE	CN=C(NCCSCC1=CSC(=N1)N=C(N)N)NC#N	not_ligand
suramin	CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C	not_ligand
O-phospho-L-serine	C(C(C(=O)O)N)OP(=O)(O)O	not_ligand
TRIETHYLENE GLYCOL	C(COCCOCCO)O	not_ligand
OCTRIZOLE	CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2	not_ligand
Octabenzone	CCCCCCCCOC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O	not_ligand
sucrose	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	not_ligand
Olaquindox	CC1=C([N+](=O)C2=CC=CC=C2N1[O-])C(=O)NCCO	not_ligand
TRICHLOROISOCYANURIC ACID	C1(=O)N(C(=O)N(C(=O)N1Cl)Cl)Cl	not_ligand
palmitic acid	CCCCCCCCCCCCCCCC(=O)O	not_ligand
NCGC00164362-01	CCCCCCCCCC(CC)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+]	not_ligand
SULFISOMIDINE	CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)N	not_ligand
Nithiamide	CC(=O)NC1=NC=C(S1)[N+](=O)[O-]	not_ligand
UNII-0180PBK4FC	C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)C(=O)N	not_ligand
Nifuroxime	C1=C(OC(=C1)[N+](=O)[O-])C=NO	not_ligand
Sulfonmethane	CCS(=O)(=O)C(C)(C)S(=O)(=O)CC	not_ligand
